repository,total_files,total_folders,lines,python,html,css,javascript,java,cpp,dependency_count,readme_score,functions,complexity,language_count,tech_stack_count,has_readme,has_license,has_gitignore,stars,forks,watchers,open_issues,language,size,created_days,updated_days,health_score,health_grade,complexity_supported,functions_supported
bitcoin/bitcoin,3060,216,978788,381,2,0,0,0,760,0,75,4113,7.54,16,1,True,True,True,90045,39357,90045,712,C++,323243,5732.29,0.1,71.25,Good,True,True
bmad-code-org/BMAD-METHOD,634,191,113273,31,6,1,58,0,0,33,75,994,7.94,11,3,True,True,True,52450,5966,52450,30,JavaScript,52615,503.31,0.0,73.25,Good,True,True
bregman-arie/devops-exercises,429,161,82729,22,1,2,0,0,0,0,90,56,2.11,8,1,True,True,True,84308,20251,84308,55,Python,8007,2522.2,0.01,80.5,Good,True,True
brettwooldridge/HikariCP,141,34,24993,0,0,0,0,114,0,49,90,687,2.6,7,1,True,True,True,21193,3009,21193,544,Java,5061,4708.69,0.91,78.5,Good,True,True
browser-use/browser-use,493,101,165768,384,3,0,0,0,0,1,80,3793,4.99,8,3,True,True,True,111662,12251,111662,392,Python,34752,667.26,0.02,84.0,Good,True,True
byoungd/up,168,31,54906,0,0,1,0,0,0,4,40,-,Not Supported,6,1,True,False,True,61963,6274,61963,31,JavaScript,61732,3378.63,0.03,58.5,Moderate,False,False
bytedance/deer-flow,2497,476,777156,1339,9,7,12,0,0,100,90,25177,3.57,16,6,True,True,True,81105,11171,81105,913,Python,58489,479.81,0.05,71.5,Good,True,True
caddyserver/caddy,656,61,133095,0,4,1,1,0,0,0,80,200,3.62,10,1,True,True,True,75322,4928,75322,269,Go,21810,4246.11,0.0,76.0,Good,True,True
carbon-app/carbon,179,26,34674,0,0,7,99,0,0,49,90,384,2.77,7,2,True,True,True,36090,1975,36090,85,JavaScript,21055,3361.81,0.03,78.5,Good,True,True
carbon-language/carbon-lang,5487,333,738431,53,3,0,3,0,411,11,90,271,3.55,15,4,True,True,True,33868,1708,33868,249,C++,126446,2315.03,0.15,82.5,Good,True,True
catchorg/Catch2,587,39,216400,34,0,0,0,0,228,0,80,135,2.86,9,1,True,False,True,21450,3501,21450,439,C++,33772,5773.17,0.08,69.0,Moderate,True,True
changkun/modern-cpp-tutorial,220,53,243331,5,2,0,2,0,85,7,90,10,4.8,12,4,True,True,True,25780,3114,25780,0,C++,39821,3662.32,0.08,85.5,Excellent,True,True
charmbracelet/bubbletea,228,74,39958,0,0,0,0,0,0,0,75,-,Not Supported,3,0,True,True,True,44680,1306,44680,206,Go,5949,2423.05,0.03,65.75,Moderate,False,False
chartjs/Chart.js,1758,187,226098,0,2,0,653,0,0,75,55,605,7.2,8,2,True,False,True,67672,11939,67672,585,JavaScript,43590,4912.93,0.15,56.25,Moderate,True,True
chinabugotech/hutool,2439,597,314218,0,3,0,2,2264,0,13,65,16723,1.42,9,2,True,True,True,30266,7577,30266,7,Java,75516,4521.62,0.21,81.75,Good,True,True
chinese-poetry/chinese-poetry,2285,27,11010098,4,0,0,1,0,0,1,30,38,5.89,6,2,True,True,True,53294,10711,53294,137,JavaScript,227208,3648.79,0.07,72.5,Good,True,True
chubin/wttr.in,637,157,114299,0,3,2,0,0,0,0,70,-,Not Supported,10,1,True,True,True,30445,1267,30445,330,Go,14748,3899.06,0.03,65.0,Moderate,False,False
cli/cli,1375,440,401154,0,1,1,3,0,0,0,80,189,7.29,11,1,True,True,True,46066,8930,46066,1065,Go,80717,2522.3,0.0,72.0,Good,True,True
cloudreve/cloudreve,490,115,163868,0,0,0,0,0,0,0,90,-,Not Supported,6,1,True,True,True,28625,3888,28625,148,Go,9624,3128.74,0.06,68.0,Moderate,False,False
cocos2d/cocos2d-x,4255,616,1651982,44,1,0,0,43,887,0,75,726,1.78,17,2,True,False,True,19169,7052,19169,1604,C++,1051276,5762.97,0.19,68.25,Moderate,True,True
commaai/openpilot,1175,170,17006034,500,4,0,0,0,0,3,90,4431,3.46,12,3,True,True,True,63531,11296,63531,135,Python,2462448,3565.88,0.0,85.5,Excellent,True,True
conductor-oss/conductor,4163,1649,809908,18,9,5,62,1468,0,145,90,16512,2.71,18,5,True,True,True,32143,997,32143,255,Java,55294,995.69,0.2,74.5,Good,True,True
coreyhaines31/marketingskills,463,159,87287,0,1,0,65,0,0,0,90,239,13.88,6,1,True,True,True,46071,7202,46071,104,JavaScript,3223,226.12,0.01,62.5,Moderate,True,True
crewAIInc/crewAI,27923,4183,7066823,1324,0,1,3,0,0,2,90,15112,3.47,9,3,True,True,True,57796,8283,57796,769,Python,290812,1037.8,0.01,85.5,Excellent,True,True
crossoverJie/JCSprout,223,72,31037,0,1,0,0,109,0,22,20,316,1.78,5,1,True,True,False,26846,6961,26846,45,Java,1191,3177.57,0.23,62.0,Moderate,True,True
d2l-ai/d2l-zh,832,63,1133126,14,1,0,0,0,0,2,45,928,2.39,7,3,True,True,True,80102,12349,80102,126,Python,316965,3293.75,0.0,81.75,Good,True,True
danielmiessler/Fabric,845,401,324396,4,1,2,8,0,0,51,90,110,6.56,15,6,True,True,True,43559,4234,43559,66,Go,155351,968.98,0.03,71.5,Good,True,True
dataease/dataease,6396,741,571623,0,3,33,13,1036,0,151,55,4573,3.74,16,4,True,True,True,24380,4249,24380,48,Java,352689,2034.77,0.2,63.25,Moderate,True,True
datawhalechina/hello-agents,1856,473,1479278,749,20,14,19,0,0,43,50,4648,3.9,18,8,True,True,True,75476,9388,75476,183,Python,236243,356.54,0.0,69.5,Moderate,True,True
dbeaver/dbeaver,9922,2743,1135870,0,7,16,14,6486,9,6,75,47736,2.38,13,2,True,False,True,51586,4364,51586,3369,Java,219381,3965.6,0.03,76.25,Good,True,True
deepfakes/faceswap,578,94,129230,321,0,0,0,0,0,3,80,4452,3.08,7,4,True,True,True,57516,13488,57516,14,Python,205378,3175.54,0.06,84.0,Good,True,True
deepseek-ai/DeepSeek-V3,20,6,3869,5,0,0,0,0,0,0,90,51,3.53,5,1,True,False,True,104437,16743,104437,210,Python,1768,611.54,0.14,67.5,Moderate,True,True
denysdovhan/wtfjs,24,5,34165,0,0,0,1,0,0,13,90,-,Not Supported,4,2,True,True,True,37682,2680,37682,45,JavaScript,1521,3333.29,0.11,73.0,Good,False,False
derailed/k9s,1077,97,155237,0,0,0,0,0,0,0,90,-,Not Supported,7,1,True,True,True,34461,2265,34461,94,Go,65463,2773.17,0.27,68.0,Moderate,False,False
deskflow/deskflow,849,95,110083,0,0,0,0,0,232,0,10,-,Not Supported,11,0,True,True,True,28415,4815,28415,198,C++,181200,4338.98,0.01,56.0,Moderate,False,False
dianping/cat,3762,842,1022329,25,2,56,671,1333,13,62,60,15266,8.82,22,5,True,True,True,18945,5403,18945,217,Java,114117,5015.84,0.23,62.0,Moderate,True,True
didi/DoKit,3583,1035,791310,0,10,2,87,732,2,47,40,9685,2.05,19,3,True,True,True,20402,3185,20402,276,Java,58616,2937.51,0.41,71.0,Good,True,True
django/django,7085,3274,1159718,2929,373,48,111,0,0,6,55,39025,2.02,13,5,True,True,True,89290,34203,89290,480,Python,282100,5236.83,0.0,83.25,Good,True,True
dmlc/xgboost,1412,241,269260,211,0,1,1,46,2,3,45,2285,3.11,17,5,True,True,True,28709,8891,28709,428,C++,38308,4587.22,0.23,78.75,Good,True,True
docker/compose,809,265,76092,0,4,0,0,0,0,0,80,-,Not Supported,10,1,True,True,True,38074,5795,38074,109,Go,29079,4646.46,0.14,66.5,Moderate,False,False
docling-project/docling,1696,239,1642206,466,44,1,0,0,0,3,90,4911,4.14,13,4,True,True,True,65726,4720,65726,989,Python,353588,781.62,0.03,85.5,Excellent,True,True
donnemartin/system-design-primer,139,22,104000,26,0,0,0,0,0,0,90,204,1.59,6,1,True,False,True,366742,58128,366742,613,Python,11277,3471.27,0.0,70.5,Good,True,True
doocs/advanced-java,296,19,150292,0,0,0,0,1,0,3,40,1,1.0,6,2,True,True,True,79086,19164,79086,0,Java,34455,2884.46,0.29,81.0,Good,True,True
doocs/leetcode,35887,5498,3764037,4482,0,0,814,4369,4301,14,40,22801,3.92,22,6,True,True,True,36521,9495,36521,24,Java,815054,2904.36,0.14,75.0,Good,True,True
doocs/source-code-hunter,742,79,151276,0,0,0,1,1,0,2,50,1,1.0,6,3,True,True,True,23134,4232,23134,0,Java,103193,2497.88,0.68,82.5,Good,True,True
dragonflydb/dragonfly,1205,114,412938,131,0,0,0,0,0,2,80,2064,4.04,14,3,True,True,True,31051,1236,31051,288,C++,29473,1722.53,0.03,84.0,Good,True,True
drawdb-io/drawdb,281,45,62116,0,1,2,139,0,0,47,55,824,4.01,9,3,True,True,True,39307,3212,39307,239,JavaScript,7378,1140.24,0.0,70.25,Good,True,True
dromara/Sa-Token,2057,1592,304837,0,160,35,128,1034,0,29,40,12042,4.98,11,3,True,True,True,19013,2910,19013,105,HTML,12971,2399.51,0.23,72.0,Good,True,True
duckdb/duckdb,15447,1510,4340759,173,1,1,0,0,2203,2,65,1856,3.71,16,2,True,True,True,40800,3656,40800,845,C++,502516,2986.32,0.05,81.75,Good,True,True
ehang-io/nps,170,47,62982,0,17,7,9,0,0,0,80,1398,7.61,10,1,True,True,True,34183,6073,34183,525,Go,9168,2855.4,0.28,72.0,Good,True,True
electron/electron,3003,475,513372,33,263,10,475,0,2,96,80,2189,5.71,14,3,True,True,True,122789,17450,122789,753,C++,214753,4887.88,0.0,66.0,Moderate,True,True
elunez/eladmin,305,124,26547,0,0,0,0,274,0,31,30,654,2.39,6,1,True,True,True,21916,7342,21916,21,Java,7523,2815.58,0.34,73.5,Good,True,True
emscripten-core/emscripten,12031,705,3316899,275,50,5,333,0,1556,18,90,7443,4.89,19,3,True,True,True,27583,3539,27583,2476,C++,271894,5677.73,0.21,82.5,Good,True,True
envoyproxy/envoy,14679,3298,3297814,122,15,3,7,182,1,0,80,2948,2.6,23,4,True,True,True,28835,5578,28835,1858,C++,328630,3673.32,0.01,79.0,Good,True,True
esengine/DeepSeek-Reasonix,5564,597,1209186,419,6,16,14,0,0,54,90,9049,3.78,20,4,True,True,True,35240,2356,35240,1647,Go,112651,130.6,0.01,75.5,Good,True,True
etcd-io/etcd,1499,259,290029,0,0,0,0,0,0,0,90,-,Not Supported,9,1,True,True,True,52202,10479,52202,331,Go,99096,4802.04,0.3,68.0,Moderate,False,False
ethereum/go-ethereum,2356,333,954171,2,1,1,39,0,0,0,90,1991,7.12,14,3,True,True,True,51314,22135,51314,427,Go,239483,4629.41,0.16,73.5,Good,True,True
evanw/esbuild,349,86,257198,0,5,1,21,0,0,25,45,1350,4.56,11,2,True,False,True,40027,1341,40027,613,Go,20899,3728.28,0.28,62.75,Moderate,True,True
expressjs/express,213,68,26699,0,8,4,141,0,0,44,90,223,4.77,7,2,True,True,True,69403,24864,69403,228,JavaScript,9857,6273.17,0.1,75.5,Good,True,True
facebook/folly,2907,224,780728,22,0,1,0,0,1237,0,70,1313,2.76,13,1,True,True,True,30520,5866,30520,464,C++,58700,5202.09,0.05,77.5,Good,True,True
facebook/rocksdb,2337,198,1112139,60,51,0,5,332,0,3,45,4281,2.44,17,6,True,False,True,32027,6911,32027,1630,C++,248017,5020.7,0.24,71.75,Good,True,True
facebookresearch/faiss,1090,73,297802,193,0,0,0,0,328,2,80,3053,2.45,12,4,True,True,True,40820,4508,40820,279,C++,285055,3490.29,0.17,87.0,Excellent,True,True
fastapi/fastapi,3139,431,459562,1138,5,3,4,0,0,0,90,5243,2.32,8,3,True,True,True,101927,9828,101927,80,Python,55341,2821.61,0.05,80.5,Good,True,True
fastify/fastify,389,28,98296,0,0,0,256,0,0,53,90,787,21.16,6,2,True,True,True,37053,2996,37053,147,JavaScript,10553,3622.16,0.07,55.5,Moderate,True,True
fatedier/frp,524,147,86440,0,2,4,2,0,0,26,65,71,7.93,14,2,True,True,True,109085,15210,109085,48,Go,32671,3904.31,0.07,71.75,Good,True,True
fighting41love/funNLP,111,33,6832022,1,0,0,0,0,0,0,65,-,Not Supported,5,1,True,False,False,82754,15277,82754,52,Python,174188,2930.48,0.11,44.25,Needs Improvement,False,False
filebrowser/filebrowser,416,64,185369,0,2,18,1,0,0,53,65,118,3.25,12,3,True,True,True,35967,4038,35967,1,Go,24323,4005.07,0.05,71.75,Good,True,True
flameshot-org/flameshot,505,78,316093,0,0,0,0,0,113,0,90,-,Not Supported,11,0,True,True,True,30710,2004,30710,717,C++,27553,3398.13,0.24,68.0,Moderate,False,False
fmtlib/fmt,145,24,85935,4,0,1,1,0,0,0,75,106,4.25,11,2,True,True,True,23765,2963,23765,15,C++,17639,5013.27,0.03,75.25,Good,True,True
fyne-io/fyne,2129,155,417596,0,1,2,1,2,0,0,80,73,3.9,16,2,True,True,True,28653,1545,28653,734,Go,121859,3128.04,0.06,76.0,Good,True,True
gabime/spdlog,181,16,34960,1,0,0,0,0,40,0,70,-,Not Supported,7,1,True,True,True,29543,5391,29543,50,C++,42925,4319.9,0.02,65.0,Moderate,False,False
gchq/CyberChef,990,48,265723,0,2,22,15,0,0,154,90,26,6.65,8,3,True,True,True,35694,4116,35694,551,JavaScript,137640,3561.52,0.17,64.5,Moderate,True,True
geekxh/hello-algorithm,1021,229,1740368,0,0,0,0,73,0,0,40,147,3.03,2,1,True,False,True,36088,6406,36088,11,Java,365053,2283.72,0.28,60.0,Moderate,True,True
ggml-org/llama.cpp,3505,372,1996196,218,2,2,15,0,641,85,80,4247,6.53,24,5,True,True,True,126251,22431,126251,2314,C++,435332,1268.17,0.04,66.0,Moderate,True,True
ggml-org/whisper.cpp,1923,276,746197,31,5,2,12,45,282,11,90,807,5.26,22,5,True,True,True,53286,6110,53286,1239,C++,43274,1434.19,0.01,78.5,Good,True,True
gin-gonic/gin,130,17,29013,0,0,0,0,0,0,0,80,-,Not Supported,5,0,True,True,True,89139,8683,89139,766,Go,10619,4456.96,0.18,66.5,Moderate,False,False
github/github-mcp-server,558,142,136615,0,7,0,0,0,0,15,90,106,6.03,9,2,True,True,True,32601,4869,32601,334,Go,55699,543.26,0.02,78.5,Good,True,True
github/spec-kit,546,146,245439,297,0,1,0,0,0,0,90,7089,4.1,8,1,True,True,True,132180,11895,132180,336,Python,17309,373.0,0.01,77.5,Good,True,True
gitleaks/gitleaks,454,121,33245,1,0,0,0,0,0,0,90,1,2.0,11,2,True,True,True,29010,2224,29010,470,Go,6460,3136.2,0.02,80.5,Good,True,True
glanceapp/glance,238,16,156619,0,42,25,9,0,0,0,80,100,2.59,8,2,True,True,True,36713,1439,36713,312,Go,20450,854.17,0.07,79.0,Good,True,True
go-gitea/gitea,6247,1382,820041,0,0,92,0,0,0,102,90,856,6.71,17,3,True,True,True,57673,7076,57673,2515,Go,354039,3588.87,0.07,67.5,Moderate,True,True
go-gorm/gorm,185,13,42624,0,0,0,0,0,0,0,65,-,Not Supported,5,0,True,True,True,39934,4177,39934,522,Go,4827,4691.6,0.22,64.25,Moderate,False,False
go-kit/kit,288,68,29968,0,0,0,0,0,0,0,50,-,Not Supported,3,0,True,True,True,27423,2440,27423,60,Go,7390,4225.96,0.24,62.0,Moderate,False,False
goabstract/Awesome-Design-Tools,133,17,89490,0,3,2,30,0,0,8,90,47,6.06,5,2,True,True,True,41023,2331,41023,195,JavaScript,19220,2755.38,0.01,81.5,Good,True,True
godotengine/godot,14057,1134,7898866,133,0,0,26,155,2456,9,60,2113,5.69,20,4,True,True,True,116356,26530,116356,18804,C++,1883681,4620.29,0.03,77.0,Good,True,True
gofiber/fiber,463,79,183776,0,4,2,0,0,0,0,90,-,Not Supported,7,0,True,True,True,40099,2027,40099,45,Go,74836,2417.79,0.17,68.0,Moderate,False,False
gogs/gogs,2638,445,391266,0,131,16,173,0,0,40,75,6415,7.4,15,3,True,True,True,47784,5073,47784,1007,Go,212348,4581.88,0.08,73.25,Good,True,True
goharbor/harbor,3258,921,484848,155,157,2,10,0,0,72,90,850,11.89,16,4,True,True,True,29254,5326,29254,870,Go,265212,3866.08,0.24,66.5,Moderate,True,True
gohugoio/hugo,2547,431,611746,0,123,16,24,0,0,8,90,470,7.13,18,3,True,True,True,89622,8356,89622,244,Go,145063,4804.32,0.04,81.5,Good,True,True
golang/go,15797,1768,3993915,2,15,4,9,0,0,11,65,516,3.5,19,4,True,True,True,136822,19314,136822,10096,Go,454140,4393.77,0.0,78.75,Good,True,True
google-ai-edge/mediapipe,4736,732,1241597,298,2,0,1,226,0,24,80,3722,3.52,19,7,True,True,True,36770,6141,36770,549,C++,608481,2634.16,0.02,78.0,Good,True,True
google/ExoPlayer,5403,1361,2482880,0,1634,5,34,1638,0,0,10,19712,3.49,14,2,True,True,True,21930,6002,21930,628,Java,483311,4460.07,0.62,65.5,Moderate,True,True
google/filament,31775,4255,15161021,425,138,42,122,391,2997,11,90,19532,5.03,32,6,True,True,True,20415,2242,20415,213,C++,1170334,2948.23,0.83,78.5,Good,True,True
google/flatbuffers,1947,387,365129,129,2,0,90,124,67,12,80,4999,1.7,23,5,True,True,True,26418,3639,26418,271,C++,22255,4485.19,0.16,84.0,Good,True,True
google/googletest,252,30,114634,32,1,0,0,0,0,0,65,275,1.92,9,1,True,True,True,39313,10877,39313,494,C++,14181,4050.33,0.0,76.75,Good,True,True
google/gson,313,122,62687,0,0,0,0,264,0,23,90,2537,2.24,5,1,True,True,True,24228,4468,24228,340,Java,23502,4181.2,0.62,82.5,Good,True,True
google/guava,3363,333,1046168,0,1,0,2,3275,0,30,65,52541,1.65,9,2,True,True,True,51895,11194,51895,748,Java,1408331,4475.28,0.28,78.75,Good,True,True
google/leveldb,152,17,31294,0,1,0,0,0,0,0,90,-,Not Supported,7,0,True,True,True,39368,8211,39368,404,C++,1848,4385.08,0.29,68.0,Moderate,False,False
google/zx,148,24,23607,0,1,1,21,0,0,44,60,172,4.45,10,3,True,True,True,45713,1288,45713,55,JavaScript,4199,1942.72,0.12,71.0,Good,True,True
gorhill/uBlock,980,223,318986,3,44,46,288,0,0,7,75,2667,9.69,11,3,True,True,True,67376,4309,67376,15,JavaScript,159135,4168.22,0.01,74.25,Good,True,True
grafana/k6,4040,850,1681735,1,42,0,160,0,0,0,90,2445,5.3,17,3,True,True,True,31350,1615,31350,799,Go,85517,3813.32,0.25,73.5,Good,True,True
grafana/loki,17875,3179,9299906,3,2,2,5,0,0,0,65,328,2.51,24,4,True,True,True,28806,4095,28806,1736,Go,515781,3057.57,0.22,76.75,Good,True,True
greenrobot/EventBus,140,63,11196,0,0,1,0,97,0,0,80,509,1.73,6,1,True,True,True,24716,4639,24716,147,Java,1742,5157.26,2.2,79.0,Good,True,True
grpc/grpc,10455,2723,1757087,2565,2,3,14,3,2,9,80,6635,2.07,24,6,True,True,True,45275,11367,45275,1358,C++,624538,4282.17,0.13,87.0,Excellent,True,True
h5bp/html5-boilerplate,61,10,7687,0,2,0,4,0,0,21,90,-,Not Supported,7,2,True,False,True,57605,12263,57605,23,JavaScript,22921,6061.21,0.02,60.0,Moderate,False,False
hacksider/Deep-Live-Cam,70,10,634819,36,0,0,0,0,0,18,90,288,4.94,7,3,True,True,True,96190,14035,96190,35,Python,156231,1070.41,0.13,82.5,Good,True,True
hakimel/reveal.js,183,37,79776,0,32,5,40,0,0,24,45,1035,6.69,10,2,True,True,True,72234,16986,72234,910,JavaScript,35652,5562.18,0.19,68.75,Moderate,True,True
halfrost/LeetCode-Go,6381,2647,22050848,12,1762,7,53,0,0,2,80,3011,11.79,13,3,True,True,True,33794,5709,33794,2,Go,42956,3329.96,0.74,75.0,Good,True,True
halo-dev/halo,3218,855,427090,0,40,11,9,1349,0,204,55,6936,3.09,17,4,True,True,True,39634,10329,39634,116,Java,88877,3083.43,0.29,63.25,Moderate,True,True
harness/harness,6185,1192,716473,0,11,0,48,0,0,143,90,4038,5.84,15,3,True,True,True,38170,3377,38170,103,Go,60161,4586.64,0.11,67.5,Moderate,True,True
harry0703/MoneyPrinterTurbo,204,27,2263535,99,1,1,0,0,0,22,80,1810,3.27,11,3,True,True,True,118478,18089,118478,14,Python,536668,901.84,0.0,78.0,Good,True,True
hashicorp/consul,11197,2006,1201185,0,2,0,1169,0,0,149,90,4687,6.63,14,3,True,True,True,30051,4616,30051,1419,Go,494640,4681.04,0.19,67.5,Moderate,True,True
hashicorp/vault,9275,1441,1172373,0,2,0,1706,0,0,158,90,1179,21.12,13,3,True,True,True,36186,4746,36186,1431,Go,359046,4203.96,0.29,48.5,Needs Improvement,True,True
headroomlabs-ai/headroom,2330,253,968406,1461,2,2,8,0,0,36,90,25098,3.75,18,5,True,True,True,68008,5265,68008,577,Python,77077,234.13,0.01,79.5,Good,True,True
helm/helm,2018,716,129866,0,0,0,0,0,0,0,70,-,Not Supported,7,0,True,True,True,30189,7767,30189,456,Go,29199,3980.92,0.15,65.0,Moderate,False,False
hiyouga/LlamaFactory,597,162,140052,311,0,1,1,0,0,2,90,1998,4.47,11,6,True,True,True,74443,9117,74443,1141,Python,13963,1189.54,0.09,85.5,Excellent,True,True
hollischuang/toBeTopJavaer,216,14,96355,0,1,1,0,0,0,0,20,0,0,3,0,True,False,True,25344,5360,25344,61,Java,8004,2865.55,0.4,60.0,Moderate,True,True
home-assistant/core,27578,3961,5840863,18530,0,0,3,0,0,62,45,122845,3.37,12,5,True,False,True,90177,38427,90177,3500,Python,872803,4729.65,0.02,58.75,Moderate,True,True
huggingface/transformers,6471,1222,2142971,4809,0,0,0,0,0,3,80,76880,2.89,10,4,True,True,True,164613,34385,164613,2404,Python,508283,2861.39,0.03,87.0,Excellent,True,True
huihut/interview,123,19,51947,0,1,0,0,0,23,0,50,-,Not Supported,5,0,True,True,True,38159,8074,38159,2,C++,5713,3123.56,0.29,62.0,Moderate,False,False
hyprwm/Hyprland,1188,171,528175,1,0,0,0,0,524,0,90,25,5.08,13,1,True,True,True,38269,1958,38269,198,C++,81319,1627.14,0.01,73.5,Good,True,True
iamkun/dayjs,377,67,66119,0,0,0,283,0,0,30,80,133,21.89,5,2,True,True,True,48665,2469,48665,1307,JavaScript,6160,3063.58,0.3,58.0,Moderate,True,True
iawia002/lux,186,58,16382,0,0,0,2,0,0,0,80,15,15.27,5,1,True,True,True,31659,3312,31659,544,Go,2566,3108.49,0.09,61.0,Moderate,True,True
id-Software/DOOM,165,5,61896,0,0,0,0,0,0,0,50,-,Not Supported,4,0,True,False,False,19481,3455,19481,15,C++,149,5324.07,0.2,42.0,Needs Improvement,False,False
iluwatar/java-design-patterns,3764,3540,523391,0,8,4,0,2006,0,30,90,4555,1.94,10,1,True,False,True,94634,27389,94634,135,Java,48570,4403.27,0.23,72.5,Good,True,True
impress/impress.js,119,50,60951,0,15,14,38,0,0,13,80,8,209.5,6,2,True,True,True,38170,6572,38170,59,JavaScript,4388,5358.04,0.18,61.0,Moderate,True,True
infiniflow/ragflow,5863,774,1693838,1228,5,4,8,0,31,178,90,22754,4.8,22,6,True,True,True,89597,10561,89597,1723,Go,159549,991.71,0.03,68.5,Moderate,True,True
istio/istio,6634,1428,979696,6,20,6,7,7,0,3,80,269,8.84,20,6,True,True,True,38365,8373,38365,515,Go,303575,3570.97,0.29,75.0,Good,True,True
ityouknow/spring-boot-examples,934,1259,64578,0,87,8,0,595,0,0,45,1327,1.21,9,2,True,False,True,30502,12158,30502,17,Java,1074,3584.74,0.25,63.75,Moderate,True,True
jenkinsci/jenkins,12405,1254,663800,1,1004,12,130,1931,0,61,75,14417,2.45,15,4,True,False,True,26514,9811,26514,3614,Java,172999,5759.08,0.19,66.25,Moderate,True,True
jesseduffield/lazydocker,1544,286,538395,0,0,0,0,0,0,0,80,-,Not Supported,11,1,True,True,True,52653,1687,52653,297,Go,30218,2660.6,0.08,66.5,Moderate,False,False
jesseduffield/lazygit,2322,295,589278,0,1,0,0,0,0,0,90,-,Not Supported,12,1,True,True,True,81762,3005,81762,1024,Go,157015,3024.93,0.0,68.0,Moderate,False,False
jgraph/drawio-desktop,44,8,13558,0,0,0,10,0,0,16,90,89,10.92,6,2,True,True,True,62845,5758,62845,4,JavaScript,3317,3383.1,0.02,73.5,Good,True,True
jondot/awesome-react-native,8,1,1239,0,0,0,0,0,0,0,80,0,0,1,0,True,False,True,35694,4032,35694,9,,5190,4174.14,0.29,69.0,Moderate,True,True
josephmisiti/awesome-machine-learning,10,1,2414,1,0,0,0,0,0,0,90,-,Not Supported,3,1,True,True,False,74210,15638,74210,30,Python,2683,4428.17,0.12,58.0,Moderate,False,False
jquery/jquery,325,61,70514,0,59,2,206,0,0,33,80,419,17.42,10,2,True,False,True,59776,20376,59776,102,JavaScript,35939,6357.33,0.3,53.0,Needs Improvement,True,True
juliangarnier/anime,297,111,87214,0,82,3,177,0,0,12,80,1645,10.27,7,2,True,False,True,72509,4897,72509,115,JavaScript,185076,3821.07,0.05,62.0,Moderate,True,True
junegunn/fzf,161,17,57959,0,0,0,0,0,0,0,80,-,Not Supported,10,1,True,True,True,82718,2863,82718,327,Go,8655,4693.3,0.05,66.5,Moderate,False,False
k3s-io/k3s,665,221,88053,0,0,0,0,0,0,0,80,-,Not Supported,9,1,True,True,True,33847,2714,33847,73,Go,591284,3012.9,0.08,66.5,Moderate,False,False
k4yt3x/video2x,211,54,3000045,1,0,0,0,0,19,0,90,1,4.0,8,2,True,True,True,21419,1856,21419,132,C++,574222,3108.28,0.12,77.5,Good,True,True
karpathy/autoresearch,10,0,5239,2,0,0,0,0,0,0,70,49,3.61,4,1,True,False,True,94913,13366,94913,194,Python,530,176.05,0.0,64.5,Moderate,True,True
karpathy/nanoGPT,26,6,4223,15,0,0,0,0,0,1,80,30,3.57,3,2,True,True,True,62621,10774,62621,351,Python,981,1340.94,0.01,84.0,Good,True,True
karpathy/nanochat,53,9,15567,36,0,0,0,0,0,1,90,303,3.31,5,3,True,True,True,57636,8019,57636,111,Python,2187,320.4,0.0,85.5,Excellent,True,True
kdn251/interviews,554,48,235722,0,0,0,0,515,0,0,45,872,3.84,2,1,True,True,True,65232,12899,65232,121,Java,24462,3483.21,0.06,70.75,Good,True,True
keepassxreboot/keepassxc,1512,111,782421,2,0,1,8,0,391,0,90,89,343.29,15,2,True,False,True,28598,1894,28598,902,C++,80595,3835.31,0.01,47.5,Needs Improvement,True,True
keras-team/keras,1031,210,336753,982,0,0,2,0,0,14,70,15341,2.4,8,4,True,True,True,64269,19772,64269,235,Python,56025,4172.95,0.0,82.5,Good,True,True
